"Season","Week","coach","team","tie","PF","PA","awin","win","pywin"
2012,5,"Mike Tomlin","PIT",0,16,14,1,1,0.578463577852174
2012,5,"Chuck Pagano","IND",0,30,27,1,1,0.562103747756204
2012,5,"Joe Philbin","MIA",0,17,13,1,1,0.653800180325273
2012,5,"Mike Smith","ATL",0,24,17,1,1,0.693656944691229
2012,5,"Pete Carroll","SEA",0,16,12,1,1,0.66414177276322
2012,5,"Lovie Smith","CHI",0,41,3,1,1,0.997969528424538
2012,5,"Leslie Frazier","MIN",0,30,7,1,1,0.969202222126739
2012,5,"Jim Harbaugh","SF",0,45,3,1,1,0.998370870465337
2012,5,"Bill Belichick","NE",0,31,21,1,1,0.715659391275149
2012,5,"Aaron Kromer","NO",0,31,24,1,1,0.647156171566696
2012,5,"Gary Kubiak","HOU",0,23,17,1,1,0.671815029788671
2012,6,"Mike Munchak","TEN",0,26,23,1,1,0.572135061469746
2012,6,"Greg Schiano","TB",0,38,10,1,1,0.959454983724982
2012,6,"Joe Philbin","MIA",0,17,14,1,1,0.613049701402781
2012,6,"Mike Smith","ATL",0,23,20,1,1,0.582060036436363
2012,6,"Rex Ryan","NYJ",0,35,9,1,1,0.961533906271191
2012,6,"John Harbaugh","BAL",0,31,29,1,1,0.539432579824772
2012,6,"Pat Shurmur","CLE",0,34,24,1,1,0.695399806461721
2012,6,"Jim Schwartz","DET",0,26,23,1,1,0.572135061469746
2012,6,"Pete Carroll","SEA",0,24,23,1,1,0.525195213806193
2012,6,"Chan Gailey","BUF",0,19,16,1,1,0.600436720590192
2012,6,"Tom Coughlin","NYG",0,26,3,1,1,0.994047523538707
2012,6,"Mike Shanahan","WAS",0,38,26,1,1,0.710824214237231
2012,6,"Mike McCarthy","GB",0,42,24,1,1,0.790226198531514
2012,6,"John Fox","DEN",0,35,24,1,1,0.709753533596201
2012,7,"Jim Harbaugh","SF",0,13,6,1,1,0.862054526281365
2012,7,"Mike McCarthy","GB",0,30,20,1,1,0.723312432175503
2012,7,"Aaron Kromer","NO",0,35,28,1,1,0.629214903346367
2012,7,"Mike Munchak","TEN",0,35,34,1,1,0.517168363591455
2012,7,"Chuck Pagano","IND",0,17,13,1,1,0.653800180325273
2012,7,"Gary Kubiak","HOU",0,43,13,1,1,0.944544101575996
2012,7,"Jason Garrett","DAL",0,19,14,1,1,0.673433249228414
2012,7,"Tom Coughlin","NYG",0,27,23,1,1,0.59387601664352
2012,7,"Leslie Frazier","MIN",0,21,14,1,1,0.723312432175503
2012,7,"Dennis Allen","LV",0,26,23,1,1,0.572135061469746
2012,7,"Bill Belichick","NE",0,29,26,1,1,0.564341853253447
2012,7,"Mike Tomlin","PIT",0,24,17,1,1,0.693656944691229
2012,7,"Lovie Smith","CHI",0,13,7,1,1,0.812619690717584
2012,8,"Greg Schiano","TB",0,36,17,1,1,0.855477459314449
2012,8,"Mike Tomlin","PIT",0,27,12,1,1,0.872350672206328
2012,8,"Mike Smith","ATL",0,30,17,1,1,0.7934949271737
2012,8,"Lovie Smith","CHI",0,23,22,1,1,0.526313336695084
2012,8,"Jim Schwartz","DET",0,28,24,1,1,0.590331781439531
2012,8,"Mike McCarthy","GB",0,24,15,1,1,0.75285707722682
2012,8,"Chuck Pagano","IND",0,19,13,1,1,0.710824214237231
2012,8,"Joe Philbin","MIA",0,30,9,1,1,0.945494968407233
2012,8,"Pat Shurmur","CLE",0,7,6,1,1,0.590331781439531
2012,8,"Bill Belichick","NE",0,45,7,1,1,0.987990594547214
2012,8,"Dennis Allen","LV",0,26,16,1,1,0.759630265422255
2012,8,"Tom Coughlin","NYG",0,29,24,1,1,0.610283378120714
2012,8,"John Fox","DEN",0,34,14,1,1,0.891185555363331
2012,8,"Jim Harbaugh","SF",0,24,3,1,1,0.992813056826994
2012,9,"Norv Turner","LAC",0,31,13,1,1,0.886916032721353
2012,9,"Gary Kubiak","HOU",0,21,9,1,1,0.881644481509043
2012,9,"John Fox","DEN",0,31,23,1,1,0.669832677631669
2012,9,"Chuck Pagano","IND",0,23,20,1,1,0.582060036436363
2012,9,"Mike McCarthy","GB",0,31,17,1,1,0.805938770807116
2012,9,"John Harbaugh","BAL",0,25,15,1,1,0.77041512892944
2012,9,"Lovie Smith","CHI",0,51,20,1,1,0.90190220999712
2012,9,"Jim Schwartz","DET",0,31,14,1,1,0.868068044570176
2012,9,"Ron Rivera","CAR",0,21,13,1,1,0.757052677872087
2012,9,"Greg Schiano","TB",0,42,32,1,1,0.655766123338742
2012,9,"Pete Carroll","SEA",0,30,20,1,1,0.723312432175503
2012,9,"Mike Tomlin","PIT",0,24,20,1,1,0.60637551614466
2012,9,"Mike Smith","ATL",0,19,13,1,1,0.710824214237231
2012,9,"Joe Vitt","NO",0,28,13,1,1,0.860373393688126
2012,10,"Chuck Pagano","IND",0,27,10,1,1,0.913252175096985
2012,10,"Joe Vitt","NO",0,31,27,1,1,0.581130590891018
2012,10,"Bill Belichick","NE",0,37,31,1,1,0.603321903291322
2012,10,"John Fox","DEN",0,36,14,1,1,0.903642972665804
2012,10,"John Harbaugh","BAL",0,55,20,1,1,0.916636021036077
2012,10,"Marvin Lewis","CIN",0,31,13,1,1,0.886916032721353
2012,10,"Mike Munchak","TEN",0,37,3,1,1,0.99741170514985
2012,10,"Greg Schiano","TB",0,34,24,1,1,0.695399806461721
2012,10,"Leslie Frazier","MIN",0,34,24,1,1,0.695399806461721
2012,10,"Pete Carroll","SEA",0,28,7,1,1,0.963928624963548
2012,10,"Jason Garrett","DAL",0,38,23,1,1,0.766733535808575
2012,10,"Jim Harbaugh","SF",1,24,24,0,0.5,0.5
2012,10,"Gary Kubiak","HOU",0,13,6,1,1,0.862054526281365
2012,10,"Mike Tomlin","PIT",0,16,13,1,1,0.620602260374134
2012,11,"Chan Gailey","BUF",0,19,14,1,1,0.673433249228414
2012,11,"Rex Ryan","NYJ",0,27,13,1,1,0.849694041724121
2012,11,"Mike McCarthy","GB",0,24,20,1,1,0.60637551614466
2012,11,"Mike Smith","ATL",0,23,19,1,1,0.611304968925447
2012,11,"Marvin Lewis","CIN",0,28,6,1,1,0.974688392735628
2012,11,"Gary Kubiak","HOU",0,43,37,1,1,0.588112698369182
2012,11,"Mike Shanahan","WAS",0,31,6,1,1,0.980005084282027
2012,11,"Greg Schiano","TB",0,27,21,1,1,0.644652492448271
2012,11,"Jason Garrett","DAL",0,23,20,1,1,0.582060036436363
2012,11,"Joe Vitt","NO",0,38,17,1,1,0.870610062754362
2012,11,"Bill Belichick","NE",0,59,24,1,1,0.893953507669344
2012,11,"John Fox","DEN",0,30,23,1,1,0.65242517728184
2012,11,"John Harbaugh","BAL",0,13,10,1,1,0.650628571366676
2012,11,"Jim Harbaugh","SF",0,32,7,1,1,0.97345440162437
2012,12,"Gary Kubiak","HOU",0,34,31,1,1,0.554513638182668
2012,12,"Mike Shanahan","WAS",0,38,31,1,1,0.618345006836576
2012,12,"Bill Belichick","NE",0,49,19,1,1,0.904243807751489
2012,12,"Lovie Smith","CHI",0,28,10,1,1,0.919841689546541
2012,12,"Mike Smith","ATL",0,24,23,1,1,0.525195213806193
2012,12,"Marvin Lewis","CIN",0,34,10,1,1,0.947863625902067
2012,12,"Pat Shurmur","CLE",0,20,14,1,1,0.699584404622778
2012,12,"Chuck Pagano","IND",0,20,13,1,1,0.73515867966055
2012,12,"John Fox","DEN",0,17,9,1,1,0.818659739029545
2012,12,"Mike Mularkey","JAX",0,24,19,1,1,0.634985989548147
2012,12,"Joe Philbin","MIA",0,24,21,1,1,0.578463577852174
2012,12,"John Harbaugh","BAL",0,16,13,1,1,0.620602260374134
2012,12,"Jeff Fisher","LA",0,31,17,1,1,0.805938770807116
2012,12,"Jim Harbaugh","SF",0,31,21,1,1,0.715659391275149
2012,12,"Tom Coughlin","NYG",0,38,10,1,1,0.959454983724982
2012,12,"Ron Rivera","CAR",0,30,22,1,1,0.675916243929857
2012,13,"Mike Smith","ATL",0,23,13,1,1,0.794487650413733
2012,13,"Jeff Fisher","LA",0,16,13,1,1,0.620602260374134
2012,13,"Chan Gailey","BUF",0,34,18,1,1,0.818659739029545
2012,13,"Mike McCarthy","GB",0,23,14,1,1,0.764327894076601
2012,13,"Gary Kubiak","HOU",0,24,10,1,1,0.888435674032338
2012,13,"Bill Belichick","NE",0,23,16,1,1,0.702678626083836
2012,13,"Romeo Crennel","KC",0,27,21,1,1,0.644652492448271
2012,13,"Pete Carroll","SEA",0,23,17,1,1,0.671815029788671
2012,13,"Chuck Pagano","IND",0,35,33,1,1,0.534806607945867
2012,13,"Rex Ryan","NYJ",0,7,6,1,1,0.590331781439531
2012,13,"John Fox","DEN",0,31,23,1,1,0.669832677631669
2012,13,"Marvin Lewis","CIN",0,20,13,1,1,0.73515867966055
2012,13,"Pat Shurmur","CLE",0,20,17,1,1,0.595119403385975
2012,13,"Mike Tomlin","PIT",0,23,20,1,1,0.582060036436363
2012,13,"Jason Garrett","DAL",0,38,33,1,1,0.582818947295262
2012,13,"Mike Shanahan","WAS",0,17,16,1,1,0.535858421072182
2012,14,"John Fox","DEN",0,26,13,1,1,0.837909980755396
2012,14,"Jeff Fisher","LA",0,15,12,1,1,0.629214903346367
2012,14,"Pat Shurmur","CLE",0,30,7,1,1,0.969202222126739
2012,14,"Chuck Pagano","IND",0,27,23,1,1,0.59387601664352
2012,14,"Rex Ryan","NYJ",0,17,10,1,1,0.778610780604855
2012,14,"Norv Turner","LAC",0,34,24,1,1,0.695399806461721
2012,14,"Jason Garrett","DAL",0,20,19,1,1,0.530353905103496
2012,14,"Andy Reid","PHI",0,23,21,1,1,0.553692947821963
2012,14,"Mike Shanahan","WAS",0,31,28,1,1,0.560015505572557
2012,14,"Ron Rivera","CAR",0,30,20,1,1,0.723312432175503
2012,14,"Leslie Frazier","MIN",0,21,14,1,1,0.723312432175503
2012,14,"Jim Harbaugh","SF",0,27,13,1,1,0.849694041724121
2012,14,"Pete Carroll","SEA",0,58,0,1,1,1
2012,14,"Tom Coughlin","NYG",0,52,27,1,1,0.825391895797919
2012,14,"Mike McCarthy","GB",0,27,20,1,1,0.670676837923633
2012,14,"Bill Belichick","NE",0,42,14,1,1,0.931100039727795
2012,15,"Marvin Lewis","CIN",0,34,13,1,1,0.907084443874488
2012,15,"Leslie Frazier","MIN",0,36,22,1,1,0.762632966835933
2012,15,"Gary Kubiak","HOU",0,29,17,1,1,0.780018724132202
2012,15,"John Fox","DEN",0,34,17,1,1,0.837909980755396
2012,15,"Mike Smith","ATL",0,34,0,1,1,1
2012,15,"Mike McCarthy","GB",0,21,13,1,1,0.757052677872087
2012,15,"Mike Shanahan","WAS",0,38,21,1,1,0.80306485593644
2012,15,"Joe Philbin","MIA",0,24,3,1,1,0.992813056826994
2012,15,"Joe Vitt","NO",0,41,0,1,1,1
2012,15,"Pete Carroll","SEA",0,50,17,1,1,0.928027609078415
2012,15,"Ron Rivera","CAR",0,31,7,1,1,0.971439174652826
2012,15,"Ken Whisenhunt","ARI",0,38,10,1,1,0.959454983724982
2012,15,"Jason Garrett","DAL",0,27,24,1,1,0.56933679165297
2012,15,"Dennis Allen","LV",0,15,0,1,1,1
2012,15,"Jim Harbaugh","SF",0,41,34,1,1,0.609138254334723
2012,15,"Mike Munchak","TEN",0,14,10,1,1,0.689426435028703
2012,16,"Mike Smith","ATL",0,31,18,1,1,0.783870931226802
2012,16,"Joe Philbin","MIA",0,24,10,1,1,0.888435674032338
2012,16,"Marvin Lewis","CIN",0,13,10,1,1,0.650628571366676
2012,16,"Joe Vitt","NO",0,34,31,1,1,0.554513638182668
2012,16,"Mike McCarthy","GB",0,55,7,1,1,0.992501850317389
2012,16,"Bill Belichick","NE",0,23,16,1,1,0.702678626083836
2012,16,"Chuck Pagano","IND",0,20,13,1,1,0.73515867966055
2012,16,"Leslie Frazier","MIN",0,23,6,1,1,0.960252577289812
2012,16,"Norv Turner","LAC",0,27,17,1,1,0.749588297731208
2012,16,"Mike Shanahan","WAS",0,27,20,1,1,0.670676837923633
2012,16,"Jeff Fisher","LA",0,28,13,1,1,0.860373393688126
2012,16,"Ron Rivera","CAR",0,17,6,1,1,0.921885525425709
2012,16,"John Fox","DEN",0,34,12,1,1,0.921885525425709
2012,16,"Lovie Smith","CHI",0,28,13,1,1,0.860373393688126
2012,16,"John Harbaugh","BAL",0,33,14,1,1,0.884132234477282
2012,16,"Pete Carroll","SEA",0,42,13,1,1,0.94154951859913
2012,17,"Greg Schiano","TB",0,22,17,1,1,0.648181421767261
2012,17,"Chan Gailey","BUF",0,28,9,1,1,0.936428174170949
2012,17,"Mike Tomlin","PIT",0,24,10,1,1,0.888435674032338
2012,17,"Chuck Pagano","IND",0,28,16,1,1,0.790226198531514
2012,17,"Mike Munchak","TEN",0,38,20,1,1,0.820714193237009
2012,17,"Ron Rivera","CAR",0,44,38,1,1,0.585999131012352
2012,17,"Lovie Smith","CHI",0,26,24,1,1,0.547283591486121
2012,17,"Marvin Lewis","CIN",0,23,17,1,1,0.671815029788671
2012,17,"Tom Coughlin","NYG",0,42,7,1,1,0.985887341676703
2012,17,"Norv Turner","LAC",0,24,21,1,1,0.578463577852174
2012,17,"Jim Harbaugh","SF",0,27,13,1,1,0.849694041724121
2012,17,"John Fox","DEN",0,38,3,1,1,0.997569847301513
2012,17,"Leslie Frazier","MIN",0,37,34,1,1,0.549933251856032
2012,17,"Bill Belichick","NE",0,28,0,1,1,1
2012,17,"Pete Carroll","SEA",0,20,13,1,1,0.73515867966055
2012,17,"Mike Shanahan","WAS",0,28,18,1,1,0.740226019261953
2013,1,"John Fox","DEN",0,49,27,1,1,0.804156925693538
2013,1,"Bill Belichick","NE",0,23,21,1,1,0.553692947821963
2013,1,"Marc Trestman","CHI",0,24,21,1,1,0.578463577852174
2013,1,"Joe Philbin","MIA",0,23,10,1,1,0.878039528050036
2013,1,"Chuck Pagano","IND",0,21,17,1,1,0.622647915354871
2013,1,"Jim Schwartz","DET",0,34,24,1,1,0.695399806461721
2013,1,"Mike Munchak","TEN",0,16,9,1,1,0.79634628123401
2013,1,"Sean Payton","NO",0,23,17,1,1,0.671815029788671
2013,1,"Andy Reid","KC",0,28,2,1,1,0.998082025671613
2013,1,"Rex Ryan","NYJ",0,18,17,1,1,0.53381466525428
2013,1,"Pete Carroll","SEA",0,12,7,1,1,0.782010574267466
2013,1,"Jeff Fisher","LA",0,27,24,1,1,0.56933679165297
2013,1,"Jim Harbaugh","SF",0,34,28,1,1,0.613049701402781
2013,1,"Jason Garrett","DAL",0,36,31,1,1,0.587681786892464
2013,1,"Chip Kelly","PHI",0,33,27,1,1,0.616705871366942
2013,1,"Gary Kubiak","HOU",0,31,28,1,1,0.560015505572557
2013,2,"Bill Belichick","NE",0,13,10,1,1,0.650628571366676
2013,2,"Doug Marrone","BUF",0,24,23,1,1,0.525195213806193
2013,2,"John Harbaugh","BAL",0,14,6,1,1,0.881644481509043
2013,2,"Joe Philbin","MIA",0,24,20,1,1,0.60637551614466
2013,2,"Andy Reid","KC",0,17,16,1,1,0.535858421072182
2013,2,"Mike McCarthy","GB",0,38,20,1,1,0.820714193237009
2013,2,"Mike McCoy","LAC",0,33,30,1,1,0.556232384098886
2013,2,"Mike Smith","ATL",0,31,24,1,1,0.647156171566696
2013,2,"Marc Trestman","CHI",0,31,30,1,1,0.519418198577094
2013,2,"Gary Kubiak","HOU",0,30,24,1,1,0.629214903346367
2013,2,"Bruce Arians","ARI",0,25,21,1,1,0.601859130075244
2013,2,"Sean Payton","NO",0,16,14,1,1,0.578463577852174
2013,2,"John Fox","DEN",0,41,23,1,1,0.797387344142027
2013,2,"Dennis Allen","LV",0,19,9,1,1,0.854569327031302
2013,2,"Pete Carroll","SEA",0,29,3,1,1,0.995398587807362
2013,2,"Marvin Lewis","CIN",0,20,10,1,1,0.837909980755396
2013,3,"Andy Reid","KC",0,26,16,1,1,0.759630265422255
2013,3,"Jason Garrett","DAL",0,31,7,1,1,0.971439174652826
2013,3,"Bill Belichick","NE",0,23,3,1,1,0.992056374625612
2013,3,"Ron Rivera","CAR",0,38,0,1,1,1
2013,3,"Marvin Lewis","CIN",0,34,30,1,1,0.573620112520622
2013,3,"Sean Payton","NO",0,31,7,1,1,0.971439174652826
2013,3,"Jim Schwartz","DET",0,27,20,1,1,0.670676837923633
2013,3,"John Harbaugh","BAL",0,30,9,1,1,0.945494968407233
2013,3,"Mike Munchak","TEN",0,20,17,1,1,0.595119403385975
2013,3,"Rob Chudzinski","CLE",0,31,27,1,1,0.581130590891018
2013,3,"Joe Philbin","MIA",0,27,23,1,1,0.59387601664352
2013,3,"Rex Ryan","NYJ",0,27,20,1,1,0.670676837923633
2013,3,"Chuck Pagano","IND",0,27,7,1,1,0.960808917529777
2013,3,"Pete Carroll","SEA",0,45,17,1,1,0.909461251645118
2013,3,"Marc Trestman","CHI",0,40,23,1,1,0.787767899715366
2013,3,"John Fox","DEN",0,37,21,1,1,0.79287732727026
2013,4,"Jim Harbaugh","SF",0,35,11,1,1,0.93952606460266
2013,4,"Doug Marrone","BUF",0,23,20,1,1,0.582060036436363
2013,4,"Andy Reid","KC",0,31,7,1,1,0.971439174652826
2013,4,"Jim Schwartz","DET",0,40,32,1,1,0.629214903346367
2013,4,"Bruce Arians","ARI",0,13,10,1,1,0.650628571366676
2013,4,"Pete Carroll","SEA",0,23,20,1,1,0.582060036436363
2013,4,"Rob Chudzinski","CLE",0,17,6,1,1,0.921885525425709
2013,4,"Chuck Pagano","IND",0,37,3,1,1,0.99741170514985
2013,4,"Leslie Frazier","MIN",0,34,27,1,1,0.633286275605722
2013,4,"Mike Munchak","TEN",0,38,13,1,1,0.927044318667033
2013,4,"Mike McCoy","LAC",0,30,21,1,1,0.699584404622778
2013,4,"John Fox","DEN",0,52,20,1,1,0.905899253814755
2013,4,"Mike Shanahan","WAS",0,24,14,1,1,0.782010574267466
2013,4,"Bill Belichick","NE",0,30,23,1,1,0.65242517728184
2013,4,"Sean Payton","NO",0,38,17,1,1,0.870610062754362
2013,5,"Rob Chudzinski","CLE",0,37,24,1,1,0.736117898331562
2013,5,"Jeff Fisher","LA",0,34,20,1,1,0.778610780604855
2013,5,"Sean Payton","NO",0,26,18,1,1,0.705059328142162
2013,5,"Marvin Lewis","CIN",0,13,6,1,1,0.862054526281365
2013,5,"Mike McCarthy","GB",0,22,9,1,1,0.892673793544853
2013,5,"John Harbaugh","BAL",0,26,23,1,1,0.572135061469746
2013,5,"Chip Kelly","PHI",0,36,21,1,1,0.782010574267466
2013,5,"Chuck Pagano","IND",0,34,28,1,1,0.613049701402781
2013,5,"Andy Reid","KC",0,26,17,1,1,0.732427376037599
2013,5,"Bruce Arians","ARI",0,22,6,1,1,0.956030797103177
2013,5,"John Fox","DEN",0,51,48,1,1,0.535858421072182
2013,5,"Jim Harbaugh","SF",0,34,3,1,1,0.996839196868753
2013,5,"Dennis Allen","LV",0,27,17,1,1,0.749588297731208
2013,5,"Rex Ryan","NYJ",0,30,28,1,1,0.540787440587258
2013,6,"Marc Trestman","CHI",0,27,21,1,1,0.644652492448271
2013,6,"Mike McCarthy","GB",0,19,17,1,1,0.565522213101268
2013,6,"Marvin Lewis","CIN",0,27,24,1,1,0.56933679165297
2013,6,"Jim Schwartz","DET",0,31,17,1,1,0.805938770807116
2013,6,"Andy Reid","KC",0,24,7,1,1,0.948835063739334
2013,6,"Jeff Fisher","LA",0,38,13,1,1,0.927044318667033
2013,6,"Mike Tomlin","PIT",0,19,6,1,1,0.938880109483368
2013,6,"Chip Kelly","PHI",0,31,20,1,1,0.738592177706869
2013,6,"Ron Rivera","CAR",0,35,10,1,1,0.951156078716836
2013,6,"John Fox","DEN",0,35,19,1,1,0.809668023688199
2013,6,"Pete Carroll","SEA",0,20,13,1,1,0.73515867966055
2013,6,"Jim Harbaugh","SF",0,32,20,1,1,0.75285707722682
2013,6,"Bill Belichick","NE",0,30,27,1,1,0.562103747756204
2013,6,"Jason Garrett","DAL",0,31,16,1,1,0.827428978002913
2013,6,"Mike McCoy","LAC",0,19,9,1,1,0.854569327031302
2013,7,"Pete Carroll","SEA",0,34,22,1,1,0.737246085235495
2013,7,"Mike Smith","ATL",0,31,23,1,1,0.669832677631669
2013,7,"Doug Marrone","BUF",0,23,21,1,1,0.553692947821963
2013,7,"Marvin Lewis","CIN",0,27,24,1,1,0.56933679165297
2013,7,"Jason Garrett","DAL",0,17,3,1,1,0.983873040676166
2013,7,"Mike McCoy","LAC",0,24,6,1,1,0.963928624963548
2013,7,"Ron Rivera","CAR",0,30,15,1,1,0.837909980755396
2013,7,"Rex Ryan","NYJ",0,30,27,1,1,0.562103747756204
2013,7,"Mike Shanahan","WAS",0,45,41,1,1,0.554933432110122
2013,7,"Jim Harbaugh","SF",0,31,17,1,1,0.805938770807116
2013,7,"Mike Tomlin","PIT",0,19,16,1,1,0.600436720590192
2013,7,"Mike McCarthy","GB",0,31,13,1,1,0.886916032721353
2013,7,"Andy Reid","KC",0,17,16,1,1,0.535858421072182
2013,7,"Chuck Pagano","IND",0,39,33,1,1,0.597706565304324
2013,7,"Tom Coughlin","NYG",0,23,7,1,1,0.943710649268336
2013,8,"Ron Rivera","CAR",0,31,13,1,1,0.886916032721353
2013,8,"Bill Belichick","NE",0,27,17,1,1,0.749588297731208
2013,8,"Sean Payton","NO",0,35,17,1,1,0.847025463809625
2013,8,"Andy Reid","KC",0,23,17,1,1,0.671815029788671
2013,8,"Tom Coughlin","NYG",0,15,7,1,1,0.858910698558199
2013,8,"Jim Schwartz","DET",0,31,30,1,1,0.519418198577094
2013,8,"Jim Harbaugh","SF",0,42,10,1,1,0.967740466459036
2013,8,"Dennis Allen","LV",0,21,18,1,1,0.590331781439531
2013,8,"Marvin Lewis","CIN",0,49,9,1,1,0.982297561125248
2013,8,"Bruce Arians","ARI",0,27,13,1,1,0.849694041724121
2013,8,"John Fox","DEN",0,45,21,1,1,0.858910698558199
2013,8,"Mike McCarthy","GB",0,44,31,1,1,0.696350649690873
2013,8,"Pete Carroll","SEA",0,14,9,1,1,0.740226019261953
2013,9,"Joe Philbin","MIA",0,22,20,1,1,0.556232384098886
2013,9,"Mike Munchak","TEN",0,28,21,1,1,0.66414177276322
2013,9,"Andy Reid","KC",0,23,13,1,1,0.794487650413733
2013,9,"Ron Rivera","CAR",0,34,10,1,1,0.947863625902067
2013,9,"Mike Shanahan","WAS",0,30,24,1,1,0.629214903346367
2013,9,"Jason Garrett","DAL",0,27,23,1,1,0.59387601664352
2013,9,"Rex Ryan","NYJ",0,26,20,1,1,0.650628571366676
2013,9,"Chip Kelly","PHI",0,49,20,1,1,0.893188172959126
2013,9,"Pete Carroll","SEA",0,27,24,1,1,0.56933679165297
2013,9,"Rob Chudzinski","CLE",0,24,18,1,1,0.66414177276322
2013,9,"Bill Belichick","NE",0,55,31,1,1,0.795569472089941
2013,9,"Chuck Pagano","IND",0,27,24,1,1,0.56933679165297
2013,9,"Marc Trestman","CHI",0,27,20,1,1,0.670676837923633
2013,10,"Leslie Frazier","MIN",0,34,27,1,1,0.633286275605722
2013,10,"Chip Kelly","PHI",0,27,13,1,1,0.849694041724121
2013,10,"Gus Bradley","JAX",0,29,27,1,1,0.54223852710722
2013,10,"Mike Tomlin","PIT",0,23,10,1,1,0.878039528050036
2013,10,"John Harbaugh","BAL",0,20,17,1,1,0.595119403385975
2013,10,"Pete Carroll","SEA",0,33,10,1,1,0.94425435327709
2013,10,"Jim Schwartz","DET",0,21,19,1,1,0.559022975215628
2013,10,"Jeff Fisher","LA",0,38,8,1,1,0.975702938217546
2013,10,"Tom Coughlin","NYG",0,24,20,1,1,0.60637551614466
2013,10,"Ron Rivera","CAR",0,10,9,1,1,0.562103747756204
2013,10,"Bruce Arians","ARI",0,27,24,1,1,0.56933679165297
2013,10,"John Fox","DEN",0,28,20,1,1,0.689426435028703
2013,10,"Sean Payton","NO",0,49,17,1,1,0.924763286923594
2013,10,"Greg Schiano","TB",0,22,19,1,1,0.585999131012352
2013,11,"Chuck Pagano","IND",0,30,27,1,1,0.562103747756204
2013,11,"Marc Trestman","CHI",0,23,20,1,1,0.582060036436363
2013,11,"Mike Tomlin","PIT",0,37,27,1,1,0.67846840082599
2013,11,"Doug Marrone","BUF",0,37,14,1,1,0.909150766453825
2013,11,"Marvin Lewis","CIN",0,41,20,1,1,0.845701876764871
2013,11,"Chip Kelly","PHI",0,24,16,1,1,0.723312432175503
2013,11,"Greg Schiano","TB",0,41,28,1,1,0.711738211654791
2013,11,"Dennis Allen","LV",0,28,23,1,1,0.614484758723486
2013,11,"Bruce Arians","ARI",0,27,14,1,1,0.825860259875795
2013,11,"Joe Philbin","MIA",0,20,16,1,1,0.629214903346367
2013,11,"Tom Coughlin","NYG",0,27,13,1,1,0.849694041724121
2013,11,"Sean Payton","NO",0,23,20,1,1,0.582060036436363
2013,11,"Pete Carroll","SEA",0,41,20,1,1,0.845701876764871
2013,11,"John Fox","DEN",0,27,17,1,1,0.749588297731208
2013,11,"Ron Rivera","CAR",0,24,20,1,1,0.60637551614466
2013,12,"Sean Payton","NO",0,17,13,1,1,0.653800180325273
2013,12,"Jeff Fisher","LA",0,42,21,1,1,0.837909980755396
2013,12,"Leslie Frazier","MIN",1,26,26,0,0.5,0.5
2013,12,"Gus Bradley","JAX",0,13,6,1,1,0.862054526281365
2013,12,"John Harbaugh","BAL",0,19,3,1,1,0.987563551033591
2013,12,"Ron Rivera","CAR",0,20,16,1,1,0.629214903346367
2013,12,"Mike Tomlin","PIT",0,27,11,1,1,0.89360655124839
2013,12,"Greg Schiano","TB",0,24,21,1,1,0.578463577852174
2013,12,"Mike McCoy","LAC",0,41,38,1,1,0.544900367753095
2013,12,"Bruce Arians","ARI",0,40,11,1,1,0.955196572437117
2013,12,"Mike Munchak","TEN",0,23,19,1,1,0.611304968925447
2013,12,"Jason Garrett","DAL",0,24,21,1,1,0.578463577852174
2013,12,"Bill Belichick","NE",0,34,31,1,1,0.554513638182668
2013,12,"Jim Harbaugh","SF",0,27,6,1,1,0.972472691079262
2013,13,"Jim Schwartz","DET",0,40,10,1,1,0.963928624963548
2013,13,"Jason Garrett","DAL",0,31,24,1,1,0.647156171566696
2013,13,"John Harbaugh","BAL",0,22,20,1,1,0.556232384098886
2013,13,"Gus Bradley","JAX",0,32,28,1,1,0.578463577852174
2013,13,"Chuck Pagano","IND",0,22,14,1,1,0.744825957164193
2013,13,"Chip Kelly","PHI",0,24,21,1,1,0.578463577852174
2013,13,"Bill Belichick","NE",0,34,31,1,1,0.554513638182668
2013,13,"Joe Philbin","MIA",0,23,3,1,1,0.992056374625612
2013,13,"Ron Rivera","CAR",0,27,6,1,1,0.972472691079262
2013,13,"Leslie Frazier","MIN",0,23,20,1,1,0.582060036436363
2013,13,"Mike Smith","ATL",0,34,31,1,1,0.554513638182668
2013,13,"Jim Harbaugh","SF",0,23,13,1,1,0.794487650413733
2013,13,"Marvin Lewis","CIN",0,17,10,1,1,0.778610780604855
2013,13,"John Fox","DEN",0,35,28,1,1,0.629214903346367
2013,13,"Tom Coughlin","NYG",0,24,17,1,1,0.693656944691229
2013,13,"Pete Carroll","SEA",0,34,7,1,1,0.976925164266521
2013,14,"Gus Bradley","JAX",0,27,20,1,1,0.670676837923633
2013,14,"Mike McCarthy","GB",0,22,21,1,1,0.527535222650405
2013,14,"Greg Schiano","TB",0,27,6,1,1,0.972472691079262
2013,14,"Marvin Lewis","CIN",0,42,28,1,1,0.723312432175503
2013,14,"Bill Belichick","NE",0,27,26,1,1,0.522346248198145
2013,14,"Chip Kelly","PHI",0,34,20,1,1,0.778610780604855
2013,14,"Joe Philbin","MIA",0,34,28,1,1,0.613049701402781
2013,14,"Rex Ryan","NYJ",0,37,27,1,1,0.67846840082599
