"Week","Day","Date","Time","W.T","L.T","PtsW","PtsL","YdsW","TOW","YdsL","TOL","Home","Away","T","HW","HL","AW","AL","Season","Home_Coach","Away_Coach"
7,"Sun","2021-10-24","1:00PM","New England Patriots","New York Jets",54,13,551,0,299,3,1,0,0,1,0,0,1,2021,"Bill Belichick","Robert Saleh"
7,"Sun","2021-10-24","4:05PM","Los Angeles Rams","Detroit Lions",28,19,374,0,415,2,1,0,0,1,0,0,1,2021,"Sean McVay","Dan Campbell"
7,"Sun","2021-10-24","4:05PM","Las Vegas Raiders","Philadelphia Eagles",33,22,442,1,358,2,1,0,0,1,0,0,1,2021,"Rich Bisaccia","Nick Sirianni"
7,"Sun","2021-10-24","4:25PM","Tampa Bay Buccaneers","Chicago Bears",38,3,408,1,311,5,1,0,0,1,0,0,1,2021,"Bruce Arians","Matt Nagy"
7,"Sun","2021-10-24","4:25PM","Arizona Cardinals","Houston Texans",31,5,397,1,160,1,1,0,0,1,0,0,1,2021,"Kliff Kingsbury","David Culley"
7,"Sun","2021-10-24","8:20PM","Indianapolis Colts","San Francisco 49ers",30,18,295,2,280,4,0,1,0,0,1,1,0,2021,"Kyle Shanahan","Frank Reich"
7,"Mon","2021-10-25","8:15PM","New Orleans Saints","Seattle Seahawks",13,10,304,1,219,0,0,1,0,0,1,1,0,2021,"Pete Carroll","Sean Payton"
8,"Thu","2021-10-28","8:20PM","Green Bay Packers","Arizona Cardinals",24,21,335,0,334,3,0,1,0,0,1,1,0,2021,"Kliff Kingsbury","Matt LaFleur"
8,"Sun","2021-10-31","1:00PM","Carolina Panthers","Atlanta Falcons",19,13,332,1,213,2,0,1,0,0,1,1,0,2021,"Arthur Smith","Matt Rhule"
8,"Sun","2021-10-31","1:00PM","Buffalo Bills","Miami Dolphins",26,11,351,0,262,2,1,0,0,1,0,0,1,2021,"Sean McDermott","Brian Flores"
8,"Sun","2021-10-31","1:00PM","San Francisco 49ers","Chicago Bears",33,22,467,0,324,1,0,1,0,0,1,1,0,2021,"Matt Nagy","Kyle Shanahan"
8,"Sun","2021-10-31","1:00PM","New York Jets","Cincinnati Bengals",34,31,511,3,318,1,1,0,0,1,0,0,1,2021,"Robert Saleh","Zac Taylor"
8,"Sun","2021-10-31","1:00PM","Pittsburgh Steelers","Cleveland Browns",15,10,370,0,306,1,0,1,0,0,1,1,0,2021,"Kevin Stefanski","Mike Tomlin"
8,"Sun","2021-10-31","1:00PM","Tennessee Titans","Indianapolis Colts",34,31,340,2,307,3,0,1,0,0,1,1,0,2021,"Frank Reich","Mike Vrabel"
8,"Sun","2021-10-31","1:00PM","Philadelphia Eagles","Detroit Lions",44,6,350,0,228,1,0,1,0,0,1,1,0,2021,"Dan Campbell","Nick Sirianni"
8,"Sun","2021-10-31","1:00PM","Los Angeles Rams","Houston Texans",38,22,467,0,323,1,0,1,0,0,1,1,0,2021,"David Culley","Sean McVay"
8,"Sun","2021-10-31","4:05PM","Seattle Seahawks","Jacksonville Jaguars",31,7,229,0,309,1,1,0,0,1,0,0,1,2021,"Pete Carroll","Urban Meyer"
8,"Sun","2021-10-31","4:05PM","New England Patriots","Los Angeles Chargers",27,24,352,1,369,2,0,1,0,0,1,1,0,2021,"Brandon Staley","Bill Belichick"
8,"Sun","2021-10-31","4:25PM","New Orleans Saints","Tampa Bay Buccaneers",36,27,361,0,421,3,1,0,0,1,0,0,1,2021,"Sean Payton","Bruce Arians"
8,"Sun","2021-10-31","4:25PM","Denver Broncos","Washington Football Team",17,10,273,1,342,2,1,0,0,1,0,0,1,2021,"Vic Fangio","Ron Rivera"
8,"Sun","2021-10-31","8:20PM","Dallas Cowboys","Minnesota Vikings",20,16,419,2,278,0,0,1,0,0,1,1,0,2021,"Mike Zimmer","Mike McCarthy"
8,"Mon","2021-11-01","8:15PM","Kansas City Chiefs","New York Giants",20,17,368,2,300,1,1,0,0,1,0,0,1,2021,"Andy Reid","Joe Judge"
9,"Thu","2021-11-04","8:20PM","Indianapolis Colts","New York Jets",45,30,532,0,486,2,1,0,0,1,0,0,1,2021,"Frank Reich","Robert Saleh"
9,"Sun","2021-11-07","1:00PM","Atlanta Falcons","New Orleans Saints",27,25,366,0,376,1,0,1,0,0,1,1,0,2021,"Sean Payton","Arthur Smith"
9,"Sun","2021-11-07","1:00PM","Jacksonville Jaguars","Buffalo Bills",9,6,218,1,301,3,1,0,0,1,0,0,1,2021,"Urban Meyer","Sean McDermott"
9,"Sun","2021-11-07","1:00PM","Denver Broncos","Dallas Cowboys",30,16,407,0,290,2,0,1,0,0,1,1,0,2021,"Mike McCarthy","Vic Fangio"
9,"Sun","2021-11-07","1:00PM","Baltimore Ravens","Minnesota Vikings",34,31,500,2,318,0,1,0,0,1,0,0,1,2021,"John Harbaugh","Mike Zimmer"
9,"Sun","2021-11-07","1:00PM","New England Patriots","Carolina Panthers",24,6,273,2,240,3,0,1,0,0,1,1,0,2021,"Matt Rhule","Bill Belichick"
9,"Sun","2021-11-07","1:00PM","Cleveland Browns","Cincinnati Bengals",41,16,361,0,348,3,0,1,0,0,1,1,0,2021,"Zac Taylor","Kevin Stefanski"
9,"Sun","2021-11-07","1:00PM","Miami Dolphins","Houston Texans",17,9,262,5,272,4,1,0,0,1,0,0,1,2021,"Brian Flores","David Culley"
9,"Sun","2021-11-07","1:00PM","New York Giants","Las Vegas Raiders",23,16,247,1,403,3,1,0,0,1,0,0,1,2021,"Joe Judge","Rich Bisaccia"
9,"Sun","2021-11-07","4:05PM","Los Angeles Chargers","Philadelphia Eagles",27,24,445,0,331,0,0,1,0,0,1,1,0,2021,"Nick Sirianni","Brandon Staley"
9,"Sun","2021-11-07","4:25PM","Arizona Cardinals","San Francisco 49ers",31,17,437,0,337,3,0,1,0,0,1,1,0,2021,"Kyle Shanahan","Kliff Kingsbury"
9,"Sun","2021-11-07","4:25PM","Kansas City Chiefs","Green Bay Packers",13,7,237,0,301,2,1,0,0,1,0,0,1,2021,"Andy Reid","Matt LaFleur"
9,"Sun","2021-11-07","8:20PM","Tennessee Titans","Los Angeles Rams",28,16,194,1,347,2,0,1,0,0,1,1,0,2021,"Sean McVay","Mike Vrabel"
9,"Mon","2021-11-08","8:15PM","Pittsburgh Steelers","Chicago Bears",29,27,280,1,414,2,1,0,0,1,0,0,1,2021,"Mike Tomlin","Matt Nagy"
10,"Thu","2021-11-11","8:20PM","Miami Dolphins","Baltimore Ravens",22,10,350,0,304,2,1,0,0,1,0,0,1,2021,"Brian Flores","John Harbaugh"
10,"Sun","2021-11-14","1:00PM","Dallas Cowboys","Atlanta Falcons",43,3,431,1,214,3,1,0,0,1,0,0,1,2021,"Mike McCarthy","Arthur Smith"
10,"Sun","2021-11-14","1:00PM","Buffalo Bills","New York Jets",45,17,489,2,366,5,0,1,0,0,1,1,0,2021,"Robert Saleh","Sean McDermott"
10,"Sun","2021-11-14","1:00PM","Pittsburgh Steelers","Detroit Lions",16,16,387,3,306,0,1,0,1,0,0,0,0,2021,"Mike Tomlin","Dan Campbell"
10,"Sun","2021-11-14","1:00PM","Tennessee Titans","New Orleans Saints",23,21,264,0,373,1,1,0,0,1,0,0,1,2021,"Mike Vrabel","Sean Payton"
10,"Sun","2021-11-14","1:00PM","Washington Football Team","Tampa Bay Buccaneers",29,19,320,1,273,2,1,0,0,1,0,0,1,2021,"Ron Rivera","Bruce Arians"
10,"Sun","2021-11-14","1:00PM","New England Patriots","Cleveland Browns",45,7,452,0,217,1,1,0,0,1,0,0,1,2021,"Bill Belichick","Kevin Stefanski"
10,"Sun","2021-11-14","1:00PM","Indianapolis Colts","Jacksonville Jaguars",23,17,295,0,331,1,1,0,0,1,0,0,1,2021,"Frank Reich","Urban Meyer"
10,"Sun","2021-11-14","4:05PM","Minnesota Vikings","Los Angeles Chargers",27,20,381,1,253,1,0,1,0,0,1,1,0,2021,"Brandon Staley","Mike Zimmer"
10,"Sun","2021-11-14","4:05PM","Carolina Panthers","Arizona Cardinals",34,10,341,2,169,2,0,1,0,0,1,1,0,2021,"Kliff Kingsbury","Matt Rhule"
10,"Sun","2021-11-14","4:25PM","Philadelphia Eagles","Denver Broncos",30,13,386,1,308,1,0,1,0,0,1,1,0,2021,"Vic Fangio","Nick Sirianni"
10,"Sun","2021-11-14","4:25PM","Green Bay Packers","Seattle Seahawks",17,0,393,1,208,2,1,0,0,1,0,0,1,2021,"Matt LaFleur","Pete Carroll"
10,"Sun","2021-11-14","8:20PM","Kansas City Chiefs","Las Vegas Raiders",41,14,516,1,299,2,0,1,0,0,1,1,0,2021,"Rich Bisaccia","Andy Reid"
10,"Mon","2021-11-15","8:15PM","San Francisco 49ers","Los Angeles Rams",31,10,335,0,278,2,1,0,0,1,0,0,1,2021,"Kyle Shanahan","Sean McVay"
11,"Thu","2021-11-18","8:20PM","New England Patriots","Atlanta Falcons",25,0,308,1,165,4,0,1,0,0,1,1,0,2021,"Arthur Smith","Bill Belichick"
11,"Sun","2021-11-21","1:00PM","Indianapolis Colts","Buffalo Bills",41,15,370,0,311,4,0,1,0,0,1,1,0,2021,"Sean McDermott","Frank Reich"
11,"Sun","2021-11-21","1:00PM","Baltimore Ravens","Chicago Bears",16,13,299,1,353,1,0,1,0,0,1,1,0,2021,"Matt Nagy","John Harbaugh"
11,"Sun","2021-11-21","1:00PM","Houston Texans","Tennessee Titans",22,13,190,0,420,5,0,1,0,0,1,1,0,2021,"Mike Vrabel","David Culley"
11,"Sun","2021-11-21","1:00PM","San Francisco 49ers","Jacksonville Jaguars",30,10,333,0,200,2,0,1,0,0,1,1,0,2021,"Urban Meyer","Kyle Shanahan"
11,"Sun","2021-11-21","1:00PM","Philadelphia Eagles","New Orleans Saints",40,29,380,1,323,3,1,0,0,1,0,0,1,2021,"Nick Sirianni","Sean Payton"
11,"Sun","2021-11-21","1:00PM","Washington Football Team","Carolina Panthers",27,21,369,1,297,0,0,1,0,0,1,1,0,2021,"Matt Rhule","Ron Rivera"
11,"Sun","2021-11-21","1:00PM","Cleveland Browns","Detroit Lions",13,10,349,2,245,2,1,0,0,1,0,0,1,2021,"Kevin Stefanski","Dan Campbell"
11,"Sun","2021-11-21","1:00PM","Minnesota Vikings","Green Bay Packers",34,31,408,0,467,0,1,0,0,1,0,0,1,2021,"Mike Zimmer","Matt LaFleur"
11,"Sun","2021-11-21","1:00PM","Miami Dolphins","New York Jets",24,17,388,1,380,1,0,1,0,0,1,1,0,2021,"Robert Saleh","Brian Flores"
11,"Sun","2021-11-21","4:05PM","Cincinnati Bengals","Las Vegas Raiders",32,13,288,1,278,2,0,1,0,0,1,1,0,2021,"Rich Bisaccia","Zac Taylor"
11,"Sun","2021-11-21","4:25PM","Kansas City Chiefs","Dallas Cowboys",19,9,370,2,276,3,1,0,0,1,0,0,1,2021,"Andy Reid","Mike McCarthy"
11,"Sun","2021-11-21","4:25PM","Arizona Cardinals","Seattle Seahawks",23,13,413,0,266,0,0,1,0,0,1,1,0,2021,"Pete Carroll","Kliff Kingsbury"
11,"Sun","2021-11-21","8:20PM","Los Angeles Chargers","Pittsburgh Steelers",41,37,533,1,300,0,1,0,0,1,0,0,1,2021,"Brandon Staley","Mike Tomlin"
11,"Mon","2021-11-22","8:15PM","Tampa Bay Buccaneers","New York Giants",30,10,402,1,215,3,1,0,0,1,0,0,1,2021,"Bruce Arians","Joe Judge"
12,"Thu","2021-11-25","12:30PM","Chicago Bears","Detroit Lions",16,14,378,1,239,1,0,1,0,0,1,1,0,2021,"Dan Campbell","Matt Nagy"
12,"Thu","2021-11-25","4:30PM","Las Vegas Raiders","Dallas Cowboys",36,33,509,0,437,0,0,1,0,0,1,1,0,2021,"Mike McCarthy","Rich Bisaccia"
12,"Thu","2021-11-25","8:20PM","Buffalo Bills","New Orleans Saints",31,6,361,2,190,1,0,1,0,0,1,1,0,2021,"Sean Payton","Sean McDermott"
12,"Sun","2021-11-28","1:00PM","Atlanta Falcons","Jacksonville Jaguars",21,14,332,1,357,2,0,1,0,0,1,1,0,2021,"Urban Meyer","Arthur Smith"
12,"Sun","2021-11-28","1:00PM","Cincinnati Bengals","Pittsburgh Steelers",41,10,370,1,301,3,1,0,0,1,0,0,1,2021,"Zac Taylor","Mike Tomlin"
12,"Sun","2021-11-28","1:00PM","New York Jets","Houston Texans",21,14,266,1,202,1,0,1,0,0,1,1,0,2021,"David Culley","Robert Saleh"
12,"Sun","2021-11-28","1:00PM","New York Giants","Philadelphia Eagles",13,7,264,0,332,4,1,0,0,1,0,0,1,2021,"Joe Judge","Nick Sirianni"
12,"Sun","2021-11-28","1:00PM","Miami Dolphins","Carolina Panthers",33,10,315,1,198,3,1,0,0,1,0,0,1,2021,"Brian Flores","Matt Rhule"
12,"Sun","2021-11-28","1:00PM","Tampa Bay Buccaneers","Indianapolis Colts",38,31,359,2,392,5,0,1,0,0,1,1,0,2021,"Frank Reich","Bruce Arians"
12,"Sun","2021-11-28","1:00PM","New England Patriots","Tennessee Titans",36,13,394,0,355,4,1,0,0,1,0,0,1,2021,"Bill Belichick","Mike Vrabel"
12,"Sun","2021-11-28","4:05PM","Denver Broncos","Los Angeles Chargers",28,13,302,1,357,2,1,0,0,1,0,0,1,2021,"Vic Fangio","Brandon Staley"
12,"Sun","2021-11-28","4:25PM","San Francisco 49ers","Minnesota Vikings",34,26,423,1,323,2,1,0,0,1,0,0,1,2021,"Kyle Shanahan","Mike Zimmer"
12,"Sun","2021-11-28","4:25PM","Green Bay Packers","Los Angeles Rams",36,28,399,1,353,3,1,0,0,1,0,0,1,2021,"Matt LaFleur","Sean McVay"
12,"Sun","2021-11-28","8:20PM","Baltimore Ravens","Cleveland Browns",16,10,303,4,262,2,1,0,0,1,0,0,1,2021,"John Harbaugh","Kevin Stefanski"
12,"Mon","2021-11-29","8:15PM","Washington Football Team","Seattle Seahawks",17,15,371,1,267,1,1,0,0,1,0,0,1,2021,"Ron Rivera","Pete Carroll"
13,"Thu","2021-12-02","8:20PM","Dallas Cowboys","New Orleans Saints",27,17,377,1,405,4,0,1,0,0,1,1,0,2021,"Sean Payton","Mike McCarthy"
13,"Sun","2021-12-05","1:00PM","Tampa Bay Buccaneers","Atlanta Falcons",30,17,425,1,380,1,0,1,0,0,1,1,0,2021,"Arthur Smith","Bruce Arians"
13,"Sun","2021-12-05","1:00PM","Arizona Cardinals","Chicago Bears",33,22,257,0,329,4,0,1,0,0,1,1,0,2021,"Matt Nagy","Kliff Kingsbury"
13,"Sun","2021-12-05","1:00PM","Los Angeles Chargers","Cincinnati Bengals",41,22,363,3,356,4,0,1,0,0,1,1,0,2021,"Zac Taylor","Brandon Staley"
13,"Sun","2021-12-05","1:00PM","Detroit Lions","Minnesota Vikings",29,27,372,2,426,1,1,0,0,1,0,0,1,2021,"Dan Campbell","Mike Zimmer"
13,"Sun","2021-12-05","1:00PM","Philadelphia Eagles","New York Jets",33,18,418,0,281,1,0,1,0,0,1,1,0,2021,"Robert Saleh","Nick Sirianni"
13,"Sun","2021-12-05","1:00PM","Indianapolis Colts","Houston Texans",31,0,389,1,141,2,0,1,0,0,1,1,0,2021,"David Culley","Frank Reich"
13,"Sun","2021-12-05","1:00PM","Miami Dolphins","New York Giants",20,9,297,0,250,1,1,0,0,1,0,0,1,2021,"Brian Flores","Joe Judge"
13,"Sun","2021-12-05","4:00PM","Seattle Seahawks","San Francisco 49ers",30,23,327,3,365,3,1,0,0,1,0,0,1,2021,"Pete Carroll","Kyle Shanahan"
13,"Sun","2021-12-05","4:05PM","Washington Football Team","Las Vegas Raiders",17,15,298,1,310,0,0,1,0,0,1,1,0,2021,"Rich Bisaccia","Ron Rivera"
13,"Sun","2021-12-05","4:25PM","Los Angeles Rams","Jacksonville Jaguars",37,7,418,0,197,2,1,0,0,1,0,0,1,2021,"Sean McVay","Urban Meyer"
13,"Sun","2021-12-05","4:25PM","Pittsburgh Steelers","Baltimore Ravens",20,19,321,0,326,1,1,0,0,1,0,0,1,2021,"Mike Tomlin","John Harbaugh"
13,"Sun","2021-12-05","8:20PM","Kansas City Chiefs","Denver Broncos",22,9,267,1,404,3,1,0,0,1,0,0,1,2021,"Andy Reid","Vic Fangio"
13,"Mon","2021-12-06","8:15PM","New England Patriots","Buffalo Bills",14,10,241,1,230,1,0,1,0,0,1,1,0,2021,"Sean McDermott","Bill Belichick"
14,"Thu","2021-12-09","8:20PM","Minnesota Vikings","Pittsburgh Steelers",36,28,458,2,375,1,1,0,0,1,0,0,1,2021,"Mike Zimmer","Mike Tomlin"
14,"Sun","2021-12-12","1:00PM","Atlanta Falcons","Carolina Panthers",29,21,318,1,334,3,0,1,0,0,1,1,0,2021,"Matt Rhule","Arthur Smith"
14,"Sun","2021-12-12","1:00PM","San Francisco 49ers","Cincinnati Bengals",26,23,355,0,397,2,0,1,0,0,1,1,0,2021,"Zac Taylor","Kyle Shanahan"
14,"Sun","2021-12-12","1:00PM","Cleveland Browns","Baltimore Ravens",24,22,290,1,389,2,1,0,0,1,0,0,1,2021,"Kevin Stefanski","John Harbaugh"
14,"Sun","2021-12-12","1:00PM","Dallas Cowboys","Washington Football Team",27,20,323,2,224,4,0,1,0,0,1,1,0,2021,"Ron Rivera","Mike McCarthy"
14,"Sun","2021-12-12","1:00PM","Seattle Seahawks","Houston Texans",33,13,453,0,380,0,0,1,0,0,1,1,0,2021,"David Culley","Pete Carroll"
14,"Sun","2021-12-12","1:00PM","Tennessee Titans","Jacksonville Jaguars",20,0,263,0,192,4,1,0,0,1,0,0,1,2021,"Mike Vrabel","Urban Meyer"
14,"Sun","2021-12-12","1:00PM","Kansas City Chiefs","Las Vegas Raiders",48,9,372,0,290,5,1,0,0,1,0,0,1,2021,"Andy Reid","Rich Bisaccia"
14,"Sun","2021-12-12","1:00PM","New Orleans Saints","New York Jets",30,9,344,0,256,0,0,1,0,0,1,1,0,2021,"Robert Saleh","Sean Payton"
14,"Sun","2021-12-12","4:05PM","Denver Broncos","Detroit Lions",38,10,358,0,316,2,1,0,0,1,0,0,1,2021,"Vic Fangio","Dan Campbell"
14,"Sun","2021-12-12","4:05PM","Los Angeles Chargers","New York Giants",37,21,423,0,316,2,1,0,0,1,0,0,1,2021,"Brandon Staley","Joe Judge"
14,"Sun","2021-12-12","4:25PM","Tampa Bay Buccaneers","Buffalo Bills",33,27,488,0,466,1,1,0,0,1,0,0,1,2021,"Bruce Arians","Sean McDermott"
14,"Sun","2021-12-12","8:20PM","Green Bay Packers","Chicago Bears",45,30,439,0,347,3,1,0,0,1,0,0,1,2021,"Matt LaFleur","Matt Nagy"
14,"Mon","2021-12-13","8:15PM","Los Angeles Rams","Arizona Cardinals",30,23,356,0,447,2,0,1,0,0,1,1,0,2021,"Kliff Kingsbury","Sean McVay"
15,"Thu","2021-12-16","8:20PM","Kansas City Chiefs","Los Angeles Chargers",34,28,496,2,428,2,0,1,0,0,1,1,0,2021,"Brandon Staley","Andy Reid"
15,"Sat","2021-12-18","8:20PM","Indianapolis Colts","New England Patriots",27,17,275,1,365,2,1,0,0,1,0,0,1,2021,"Frank Reich","Bill Belichick"
15,"Sun","2021-12-19","1:00PM","Buffalo Bills","Carolina Panthers",31,14,312,1,275,1,1,0,0,1,0,0,1,2021,"Sean McDermott","Matt Rhule"
15,"Sun","2021-12-19","1:00PM","Detroit Lions","Arizona Cardinals",30,12,338,1,398,1,1,0,0,1,0,0,1,2021,"Dan Campbell","Kliff Kingsbury"
15,"Sun","2021-12-19","1:00PM","Dallas Cowboys","New York Giants",21,6,328,1,302,4,0,1,0,0,1,1,0,2021,"Joe Judge","Mike McCarthy"
15,"Sun","2021-12-19","1:00PM","Green Bay Packers","Baltimore Ravens",31,30,346,0,354,0,0,1,0,0,1,1,0,2021,"John Harbaugh","Matt LaFleur"
15,"Sun","2021-12-19","1:00PM","Houston Texans","Jacksonville Jaguars",30,16,281,1,296,0,0,1,0,0,1,1,0,2021,"Darrell Bevell","David Culley"
15,"Sun","2021-12-19","1:00PM","Miami Dolphins","New York Jets",31,24,379,3,228,1,1,0,0,1,0,0,1,2021,"Brian Flores","Robert Saleh"
15,"Sun","2021-12-19","1:00PM","Pittsburgh Steelers","Tennessee Titans",19,13,168,0,318,4,1,0,0,1,0,0,1,2021,"Mike Tomlin","Mike Vrabel"
15,"Sun","2021-12-19","4:05PM","San Francisco 49ers","Atlanta Falcons",31,13,397,1,275,1,1,0,0,1,0,0,1,2021,"Kyle Shanahan","Arthur Smith"
15,"Sun","2021-12-19","4:05PM","Cincinnati Bengals","Denver Broncos",15,10,249,0,292,1,0,1,0,0,1,1,0,2021,"Vic Fangio","Zac Taylor"
15,"Sun","2021-12-19","8:20PM","New Orleans Saints","Tampa Bay Buccaneers",9,0,212,0,302,2,0,1,0,0,1,1,0,2021,"Bruce Arians","Sean Payton"
15,"Mon","2021-12-20","5:00PM","Las Vegas Raiders","Cleveland Browns",16,14,328,2,236,0,0,1,0,0,1,1,0,2021,"Kevin Stefanski","Rich Bisaccia"
15,"Mon","2021-12-20","8:15PM","Minnesota Vikings","Chicago Bears",17,9,193,1,370,3,0,1,0,0,1,1,0,2021,"Matt Nagy","Mike Zimmer"
15,"Tue","2021-12-21","7:00PM","Philadelphia Eagles","Washington Football Team",27,17,519,2,237,0,1,0,0,1,0,0,1,2021,"Nick Sirianni","Ron Rivera"
15,"Tue","2021-12-21","7:00PM","Los Angeles Rams","Seattle Seahawks",20,10,332,1,214,1,1,0,0,1,0,0,1,2021,"Sean McVay","Pete Carroll"
16,"Thu","2021-12-23","8:20PM","Tennessee Titans","San Francisco 49ers",20,17,278,0,389,2,1,0,0,1,0,0,1,2021,"Mike Vrabel","Kyle Shanahan"
16,"Sat","2021-12-25","4:30PM","Green Bay Packers","Cleveland Browns",24,22,311,0,408,4,1,0,0,1,0,0,1,2021,"Matt LaFleur","Kevin Stefanski"
16,"Sat","2021-12-25","8:15PM","Indianapolis Colts","Arizona Cardinals",22,16,346,0,378,0,0,1,0,0,1,1,0,2021,"Kliff Kingsbury","Frank Reich"
16,"Sun","2021-12-26","1:00PM","Atlanta Falcons","Detroit Lions",20,16,254,1,338,1,1,0,0,1,0,0,1,2021,"Arthur Smith","Dan Campbell"
16,"Sun","2021-12-26","1:00PM","Buffalo Bills","New England Patriots",33,21,428,0,288,2,0,1,0,0,1,1,0,2021,"Bill Belichick","Sean McDermott"
16,"Sun","2021-12-26","1:00PM","Tampa Bay Buccaneers","Carolina Panthers",32,6,391,0,273,1,0,1,0,0,1,1,0,2021,"Matt Rhule","Bruce Arians"
16,"Sun","2021-12-26","1:00PM","Cincinnati Bengals","Baltimore Ravens",41,21,575,0,334,1,1,0,0,1,0,0,1,2021,"Zac Taylor","John Harbaugh"
16,"Sun","2021-12-26","1:00PM","Houston Texans","Los Angeles Chargers",41,29,437,0,417,3,1,0,0,1,0,0,1,2021,"David Culley","Brandon Staley"
16,"Sun","2021-12-26","1:00PM","New York Jets","Jacksonville Jaguars",26,21,373,0,384,1,1,0,0,1,0,0,1,2021,"Robert Saleh","Darrell Bevell"
16,"Sun","2021-12-26","1:00PM","Los Angeles Rams","Minnesota Vikings",30,23,356,3,361,1,0,1,0,0,1,1,0,2021,"Mike Zimmer","Sean McVay"
16,"Sun","2021-12-26","1:00PM","Philadelphia Eagles","New York Giants",34,10,324,0,192,2,1,0,0,1,0,0,1,2021,"Nick Sirianni","Joe Judge"
16,"Sun","2021-12-26","4:05PM","Chicago Bears","Seattle Seahawks",25,24,317,0,331,0,0,1,0,0,1,1,0,2021,"Pete Carroll","Matt Nagy"
16,"Sun","2021-12-26","4:25PM","Las Vegas Raiders","Denver Broncos",17,13,342,3,158,0,1,0,0,1,0,0,1,2021,"Rich Bisaccia","Vic Fangio"
16,"Sun","2021-12-26","4:25PM","Kansas City Chiefs","Pittsburgh Steelers",36,10,381,0,303,3,1,0,0,1,0,0,1,2021,"Andy Reid","Mike Tomlin"
16,"Sun","2021-12-26","8:20PM","Dallas Cowboys","Washington Football Team",56,14,497,0,257,2,1,0,0,1,0,0,1,2021,"Mike McCarthy","Ron Rivera"
16,"Mon","2021-12-27","8:15PM","Miami Dolphins","New Orleans Saints",20,3,259,1,164,2,0,1,0,0,1,1,0,2021,"Sean Payton","Brian Flores"
17,"Sun","2022-01-02","1:00PM","Buffalo Bills","Atlanta Falcons",29,15,351,3,265,1,1,0,0,1,0,0,1,2021,"Sean McDermott","Arthur Smith"
17,"Sun","2022-01-02","1:00PM","New Orleans Saints","Carolina Panthers",18,10,280,0,178,2,1,0,0,1,0,0,1,2021,"Sean Payton","Matt Rhule"
17,"Sun","2022-01-02","1:00PM","Chicago Bears","New York Giants",29,3,249,2,155,4,1,0,0,1,0,0,1,2021,"Matt Nagy","Joe Judge"
17,"Sun","2022-01-02","1:00PM","Cincinnati Bengals","Kansas City Chiefs",34,31,475,0,414,0,1,0,0,1,0,0,1,2021,"Zac Taylor","Andy Reid"
17,"Sun","2022-01-02","1:00PM","Las Vegas Raiders","Indianapolis Colts",23,20,326,2,262,0,0,1,0,0,1,1,0,2021,"Frank Reich","Rich Bisaccia"
17,"Sun","2022-01-02","1:00PM","Arizona Cardinals","Dallas Cowboys",25,22,399,0,301,1,0,1,0,0,1,1,0,2021,"Mike McCarthy","Kliff Kingsbury"
17,"Sun","2022-01-02","1:00PM","New England Patriots","Jacksonville Jaguars",50,10,471,0,253,3,1,0,0,1,0,0,1,2021,"Bill Belichick","Darrell Bevell"
17,"Sun","2022-01-02","1:00PM","Tennessee Titans","Miami Dolphins",34,3,308,0,256,2,1,0,0,1,0,0,1,2021,"Mike Vrabel","Brian Flores"
17,"Sun","2022-01-02","1:00PM","Tampa Bay Buccaneers","New York Jets",28,24,467,1,374,1,0,1,0,0,1,1,0,2021,"Robert Saleh","Bruce Arians"
17,"Sun","2022-01-02","1:00PM","Philadelphia Eagles","Washington Football Team",20,16,330,0,312,1,0,1,0,0,1,1,0,2021,"Ron Rivera","Nick Sirianni"
17,"Sun","2022-01-02","4:05PM","Los Angeles Chargers","Denver Broncos",34,13,341,0,319,1,1,0,0,1,0,0,1,2021,"Brandon Staley","Vic Fangio"
17,"Sun","2022-01-02","4:05PM","San Francisco 49ers","Houston Texans",23,7,416,1,222,1,1,0,0,1,0,0,1,2021,"Kyle Shanahan","David Culley"
17,"Sun","2022-01-02","4:25PM","Seattle Seahawks","Detroit Lions",51,29,497,0,357,3,1,0,0,1,0,0,1,2021,"Pete Carroll","Dan Campbell"
17,"Sun","2022-01-02","4:25PM","Los Angeles Rams","Baltimore Ravens",20,19,373,3,327,2,0,1,0,0,1,1,0,2021,"John Harbaugh","Sean McVay"
17,"Sun","2022-01-02","8:20PM","Green Bay Packers","Minnesota Vikings",37,10,481,0,206,0,1,0,0,1,0,0,1,2021,"Matt LaFleur","Mike Zimmer"
17,"Mon","2022-01-03","8:15PM","Pittsburgh Steelers","Cleveland Browns",26,14,299,1,232,2,1,0,0,1,0,0,1,2021,"Mike Tomlin","Kevin Stefanski"
18,"Sat","2022-01-08","4:30PM","Kansas City Chiefs","Denver Broncos",28,24,390,0,364,1,0,1,0,0,1,1,0,2021,"Vic Fangio","Andy Reid"
18,"Sat","2022-01-08","8:15PM","Dallas Cowboys","Philadelphia Eagles",51,26,475,0,315,1,0,1,0,0,1,1,0,2021,"Nick Sirianni","Mike McCarthy"
18,"Sun","2022-01-09","1:00PM","New Orleans Saints","Atlanta Falcons",30,20,369,0,257,3,0,1,0,0,1,1,0,2021,"Arthur Smith","Sean Payton"
18,"Sun","2022-01-09","1:00PM","Buffalo Bills","New York Jets",27,10,424,0,53,0,1,0,0,1,0,0,1,2021,"Sean McDermott","Robert Saleh"
18,"Sun","2022-01-09","1:00PM","Tampa Bay Buccaneers","Carolina Panthers",41,17,409,0,317,2,1,0,0,1,0,0,1,2021,"Bruce Arians","Matt Rhule"
